file_name,transcript,duration
4111649670161357313.wav, Mache die Schreibtischlampe heller.,22.266857900016475
4157860984905643438.wav, Wie warm ist es?,22.206734900013544
4297305495353333258.wav, Schalt die Schreibtischlampe und die Leselampe aus.,23.07880739995744
430710197275474663.wav," Das ist halt wirklich eckig da, einfach. Ja. Wo denn ich bin jetzt? Also...",24.663139499956742
4675182390853274760.wav, Wie warm ist es draußen?,20.648427699983586
5115702181349197496.wav, Thank you for watching.,20.39139309996972
5384311615813345395.wav, Wie warm ist es?,20.76582650002092
5610610031047761799.wav, Weiter!,19.547422699979506
5843144413122326437.wav, Schalte die Schreibtischlampe aus.,21.59074909996707
5844629325737184626.wav, Stop.,19.897664999996778
5951917220811449639.wav, Stelle einen Timer auf 3 Minuten.,22.0183644000208
5971536822972356971.wav, Nächstes Lied,21.038861600041855
6088370699404778503.wav, Wie baram ist es?,20.414443399989977
6188726337220268386.wav, Warum ist es?,21.12420599994948
6431265506843456988.wav, Schalte die Schreibtischlampe aus.,21.774096600012854
6597993263760585011.wav, Stop.,19.593258500040974
6664138523960726010.wav, Spiele meine Playlist Workout.,20.67128439998487
6802470049658644978.wav, Nächstes Lied,19.690168800007086
6926645521162084341.wav, Spiele Musik von George S. Rock,20.56911569996737
6986889402278993051.wav, Schalte die Schreibtischlampe aus.,21.356677100004163
7052143873203634884.wav, Wie warm ist es draußen?,20.059942599968053
7083240311905493680.wav, Schalte die Schreibtischlampe an.,25.664798200014047
7091800334075908445.wav, Volume 2 Let's see the Neon approaching,166.34541069995612
7310200299914494569.wav, Wie warm ist es?,20.840454099990893
735527555483722974.wav,,19.92809629999101
7680640145764897002.wav, Schalte die Schreibtischlampe aus.,21.763182000024244
7801294207611410434.wav, okay er hat H faciliten,93.77679179998813
7870915523432461361.wav, Stop.,19.737408000044525
7978985906274968365.wav, Wie warm ist es?,20.83020540000871
7984620597920634445.wav,,23.096031400025822
8096478510743381349.wav, Weiter.,19.33828480000375
8145229645944103541.wav, Wie soll das Wetter werden?,21.23810959997354
8290046914643000611.wav, Spiele Musik von George S. R.,21.22339479997754
8434788237000945914.wav, Wie warm ist es?,20.35582019999856
8652738717293724797.wav, Wie warm ist es?,20.0445783000323
8718191935873709757.wav, Schalte die Schreibtischlampe an.,21.45274460001383
8831544086666500354.wav, Schalte die Schreibtischlampe aus.,21.396691200032365
8884734985583247604.wav, Next time.,19.92535959999077
9115564353508009885.wav, Wie soll das Wetter morgen werden?,21.31761650001863
